Station,Network,Name,Latitude,Longitude,Elevation,Depth,Datum,Start Date,End Date
REHS,SM,Christchurch Resthaven,-43.521946859,172.635146473,16,,WGS84,1999-10-08T00:00:00Z,9999-01-01T00:00:00Z
REPE,XX,Reporua,-37.879924516,178.381421164,120,,WGS84,1994-07-28T00:52:00Z,1994-12-14T03:39:00Z
RERV,XX,Rerewhakaaitu,-38.318228836,176.462196366,500,,WGS84,2000-04-12T14:24:00Z,2000-05-05T18:10:00Z
RESF,XX,Resolution Island,-45.680577563,166.627035094,335,,WGS84,1993-08-16T00:21:00Z,1993-08-28T18:08:00Z
RF1R,XX,RF1,-38.40012,176.28196,423,,WGS84,2004-03-22T00:00:00Z,2005-02-01T00:00:00Z
RF2R,XX,RF2,-38.362429175,176.22819336,467,,WGS84,2004-03-24T00:00:00Z,2005-02-01T00:00:00Z
RF3R,XX,RF3,-38.35902905,176.201393046,426,,WGS84,2004-03-18T00:00:00Z,2005-01-19T22:00:00Z
RF4R,XX,RF4,-38.336528559,176.175192807,365,,WGS84,2004-03-19T00:00:00Z,2004-12-22T00:00:00Z
RF5R,XX,RF5,-38.334928449,176.138992372,413,,WGS84,2004-03-12T00:00:00Z,2005-02-01T00:00:00Z
RF6R,XX,RF6,-38.3372,176.1023,392,,WGS84,2004-03-24T00:00:00Z,2004-12-22T23:00:00Z
RF7R,XX,RF7,-38.4748,176.4605,550,,WGS84,2004-07-28T00:00:00Z,2005-04-04T00:00:00Z
RFRT,TG,Raoul Island Fishing Rock,-29.251144,-177.903842,2,,NZGD2000,2009-05-18T00:00:00Z,9999-01-01T00:00:00Z
RGZ,NZ,Rangipo,-39.153543945,175.833985668,820,,WGS84,1984-07-19T00:00:00Z,1989-03-31T00:00:00Z
RHBS,SM,Richmond Hill,-43.571407,172.75693,98,,WGS84,2013-01-30T00:00:00Z,2015-09-22T00:30:00Z
RHOC,XX,Rhodes Road,-43.646078,172.588313,28,,WGS84,2011-02-27T00:00:00Z,2011-10-18T23:22:44Z
RHP,PK,Rhoboro Hills,-44.099144915,170.083890153,899,,WGS84,1978-04-24T00:00:00Z,1983-11-21T00:00:00Z
RHSC,SC,Riccarton High School,-43.536172,172.564404,17,,WGS84,2008-05-07T00:00:00Z,9999-01-01T00:00:00Z
RIGZ,EC,Rimuhau,-38.7058,177.7622,621,,WGS84,2009-06-08T00:00:00Z,9999-01-01T00:00:00Z
RIMM,XX,Rimutaka,-41.231587287,175.158869189,50,,WGS84,1993-11-04T22:38:00Z,1994-03-13T14:36:00Z
RITZ,TP,Rihia Road,-38.977150443,175.85847662,525,,WGS84,2003-04-04T00:00:00Z,9999-01-01T00:00:00Z
RIV,OE,Riverview,-33.8295,151.1583,25,,NZGD49,1909-01-01T00:00:00Z,9999-01-01T00:00:00Z
RIVH,XX,Riverhead Borehole,-36.76997,174.5793,30,,WGS84,2006-11-23T00:00:00Z,2007-05-14T03:40:00Z
RIVO,XX,Riverton,-46.37271,168.00797,95,,WGS84,2014-03-19T00:00:00Z,2014-09-13T00:00:00Z
RIVW,XX,Riverview College,-33.8278,151.1584,26,,WGS84,1996-01-31T00:00:00Z,1996-11-17T00:00:00Z
RIZ,NZ,Raoul Island,-29.2449,-177.9289,110,,WGS84,2009-05-18T00:00:00Z,9999-01-01T00:00:00Z
RKAC,SC,Rakaia School,-43.751461192,172.02314733,107,,WGS84,2005-02-23T00:00:00Z,9999-01-01T00:00:00Z
RKIA,XX,Rakaia,-43.300327621,171.310110376,473,,WGS84,1995-11-09T00:00:00Z,1996-04-19T00:00:00Z
RLGLK,EN,Raoul Island Green Lake,-29.26068,-177.918038,30,,WGS84,2023-01-30T02:59:59Z,9999-01-01T00:00:00Z
RLNS,SM,Resolution Island,-45.6876,166.68593,1070,,WGS84,2017-05-24T00:00:00Z,9999-01-01T00:00:00Z
ROBM,XX,Mount Robertson,-41.390488228,174.016854052,80,,WGS84,1994-03-11T04:15:00Z,1994-03-14T02:31:00Z
ROLC,SC,Rolleston School,-43.592818023,172.381092806,53,,WGS84,2004-11-30T00:00:00Z,9999-01-01T00:00:00Z
RONF,XX,South of Lake Ronald,-44.676153,167.7048547,959,,NZGD2000,2007-10-18T00:00:00Z,2007-11-27T22:00:00Z
ROPS,SM,Rotorua Police Station,-38.136194905,176.25450448,294,,WGS84,1999-07-09T00:00:00Z,2012-05-02T00:00:00Z
ROS,NZ,Roseneath,-41.291587823,174.798464374,90,,WGS84,1936-01-01T00:00:00Z,1936-12-31T00:00:00Z
ROT,NZ,Rotorua,-38.13322485,176.255194499,300,,WGS84,1936-11-01T00:00:00Z,1942-12-31T00:00:00Z
ROTC,XX,Rotopara,-39.009544575,177.478006428,33,,WGS84,2001-01-13T09:23:00Z,2001-06-25T15:55:00Z
ROTR,XX,Rotoehu,-38.001923014,176.550998546,389,,WGS84,2004-07-20T04:22:00Z,2004-08-15T22:09:00Z
ROTS,SM,Rotorua District Council,-38.135724,176.255191,287,,WGS84,2013-05-01T00:00:00Z,9999-01-01T00:00:00Z
ROX,NZ,Roxburgh,-45.47418025,169.320372077,106,,WGS84,1957-05-12T00:00:00Z,1985-04-30T00:00:00Z
ROXO,XX,Roxburgh,-45.47915,169.36919,332,,WGS84,2014-03-11T00:00:00Z,2014-10-07T00:00:00Z
RPCS,SM,Reporoa College,-38.438040889,176.343754501,308,,WGS84,2002-06-24T00:00:00Z,9999-01-01T00:00:00Z
RPN,II,Rapa Nui,-27.1273,-109.3344,110,,WGS84,1987-06-15T00:00:00Z,9999-01-01T00:00:00Z
RPOG,XX,"Rock Paddock, Ormond",-38.540236088,177.870212811,60,,WGS84,1993-08-12T23:30:00Z,1993-09-09T11:17:00Z
RPZ,NZ,Rata Peaks,-43.714607582,171.053864882,453,,WGS84,2001-06-06T00:00:00Z,9999-01-01T00:00:00Z
RQGS,SM,Wellington Aarque Graphics,-41.296527896,174.781154134,22,,WGS84,1999-08-20T00:00:00Z,2013-08-22T00:00:00Z
RRKS,SM,Rarakau,-46.147433733,167.472523158,59,,WGS84,2004-05-11T00:00:00Z,9999-01-01T00:00:00Z
RRR,XX,Rough River,-42.182500748,171.620619989,300,,WGS84,1991-01-31T08:19:00Z,1991-02-02T01:43:00Z
RRRZ,RT,Republican Road,-38.33903935,176.514636932,493,,WGS84,2007-12-10T00:00:00Z,9999-01-01T00:00:00Z
RTKC,XX,Rangitaiki,-38.821238353,176.319892846,716,,WGS84,2001-01-12T00:00:00Z,2001-06-27T00:00:00Z
RTP,PK,Ruataniwha,-44.282849809,170.086389154,500,,WGS84,1976-09-06T04:16:00Z,1976-11-24T03:48:00Z
RTR,XX,Rotohiwi,-40.158566273,176.426389306,140,,WGS84,1990-05-14T04:50:00Z,1990-05-17T18:24:00Z
RTY,NZ,Rotoiti,-41.805794991,172.843137316,635,,WGS84,1984-07-25T00:00:00Z,2000-09-30T00:00:00Z
RTZ,NZ,Ruatahuna,-38.61544,176.980518,867,,WGS84,2011-05-05T00:00:00Z,9999-01-01T00:00:00Z
RU001,EN,Ruapehu Crater Lake,-39.2835,175.5654,2529,,WGS84,1993-12-11T00:00:00Z,9999-01-01T00:00:00Z
RUAE,XX,Ruatahunga,-38.079027394,177.949715282,750,,WGS84,1994-07-28T07:44:00Z,1994-12-13T16:23:00Z
RUAS,SM,Ruatoki School,-38.147636748,177.0083136,46,,WGS84,2001-12-04T00:00:00Z,2009-10-27T00:00:00Z
RUGF,XX,Rugged Mountain,-44.7243441,167.6433874,1106,,NZGD2000,2007-10-17T00:00:00Z,2007-11-27T22:00:00Z
RUGZ,EC,Raukumara Range,-37.96513,177.67748,1175,,WGS84,2011-05-19T00:00:00Z,9999-01-01T00:00:00Z
RUNE,XX,Cape Runaway,-37.559917882,178.014917734,40,,WGS84,1994-08-05T02:36:00Z,1994-12-18T22:55:00Z
RUZ,NZ,Raurimu,-39.125242247,175.337979675,450,,WGS84,1990-08-14T00:00:00Z,1992-05-28T00:00:00Z
RVAZ,AK,Riverhead Borehole,-36.769996316,174.57919929,59,,WGS84,2008-04-01T00:00:00Z,9999-01-01T00:00:00Z
SACS,SM,St Andrews College Christchurch,-43.50674,172.61619,47,,WGS84,2013-03-13T00:00:00Z,9999-01-01T00:00:00Z
SAMF,XX,South Arm,-45.306169632,167.427048095,203,,WGS84,1993-03-18T10:04:00Z,1993-08-31T01:38:00Z
SAN,XX,Sandy Stream RATS,-42.22360467,172.725433876,1158,,WGS84,1990-02-14T05:48:00Z,1990-02-15T20:45:00Z
SAND,XX,Sandy Knolls,-43.56044,172.29766,103,,WGS84,2010-09-05T00:00:00Z,2010-09-29T04:30:00Z
SBA,IU,Scott Base,-77.8494,166.75791,113,,NZGD49,1957-03-04T00:00:00Z,9999-01-01T00:00:00Z
SBAM,GM,Scott Base Geomagnetic Observatory,-77.84892,166.76553,10,,WGS84,2009-03-02T00:00:00Z,2023-10-22T23:59:00Z
SBCZ,CY,Sonora Basin,-45.090569501,169.31127427,801,,WGS84,1987-01-31T00:00:00Z,1996-04-27T03:07:00Z
SBK,XX,Supply Bay,-45.527876422,167.601748957,180,,WGS84,1989-06-05T01:39:00Z,1989-06-10T11:57:00Z
SBRC,SC,Southbridge School,-43.808703298,172.252380039,24,,WGS84,2004-12-02T00:00:00Z,9999-01-01T00:00:00Z
SBYF,XX,Supply Bay,-45.527176408,167.603348983,183,,WGS84,1993-03-22T04:51:00Z,1993-08-27T00:15:00Z
SCAC,SC,Scargill,-42.93857277,172.92162302,138,,WGS84,2005-11-16T00:00:00Z,9999-01-01T00:00:00Z
SCHC,XX,Scheres Farm,-38.429029354,175.730987066,260,,WGS84,2001-01-17T09:59:00Z,2001-06-27T20:55:00Z
SCLF,XX,Secretary Lake,-45.27056716,166.972742367,560,,WGS84,2003-08-24T03:38:00Z,2003-09-12T16:59:00Z
SCTS,SM,Secretary Island,-45.265788,166.951482,1185,,WGS84,2014-06-01T00:00:00Z,9999-01-01T00:00:00Z
SDNS,SM,Seddon,-41.663820694,174.137291682,107.65,,WGS84,2016-11-15T00:00:00Z,9999-01-01T00:00:00Z
SDOC,SC,Somerset Drive Oxford,-43.2803877,172.190993,250,,WGS84,2010-08-19T00:00:00Z,9999-01-01T00:00:00Z
SEAS,SM,Seatoun School Wellington,-41.326447,174.837638,5,,WGS84,2012-04-27T00:00:00Z,9999-01-01T00:00:00Z
SECF,XX,Secretary Island,-45.220665481,166.884841545,10,,WGS84,2000-11-03T00:00:00Z,2004-05-12T17:31:00Z
SEDS,SM,Seddon Fire Station,-41.67229,174.07645,90,,WGS84,2013-07-23T00:00:00Z,9999-01-01T00:00:00Z
SEVS,SM,Seaview,-41.246984,174.902163,4,,WGS84,2011-07-06T00:00:00Z,9999-01-01T00:00:00Z
SEY,XX,Seymour RATS,-42.287506335,172.771434165,1003,,WGS84,1990-02-12T20:54:00Z,1990-02-18T02:39:00Z
SHEA,XX,Sheffield,-43.3914,171.8801,450,,WGS84,1995-11-11T00:00:00Z,1996-04-08T00:00:00Z
SHFC,SC,Sheffield School,-43.391151887,172.02575919,295,,WGS84,2005-02-23T00:00:00Z,9999-01-01T00:00:00Z
SHLC,SC,Shirley Library,-43.505336761,172.663391113,5,,WGS84,2008-01-31T00:00:00Z,9999-01-01T00:00:00Z
SIZ,NZ,Stewart Island,-46.873417221,168.133047173,60,,WGS84,1990-12-12T00:00:00Z,2001-10-24T00:00:00Z
SJFS,SM,Springs Junction Fire Station,-42.334575929,172.180286383,432,,WGS84,2004-03-18T00:00:00Z,9999-01-01T00:00:00Z
SKFS,SM,Dunedin St Kilda Fire Station,-45.898625824,170.509715468,9,,WGS84,2002-06-08T00:00:00Z,9999-01-01T00:00:00Z
SKR,XX,Skipper's Road,-40.375771077,176.468989037,200,,WGS84,1990-05-14T03:04:00Z,1990-05-17T22:41:00Z
SKTD,XX,Skate,-43.6822,172.20151,74,,WGS84,2010-09-05T00:00:00Z,2010-09-28T23:59:00Z
SLRC,SC,Selwyn Lake Road,-43.67513,172.31752,35,,WGS84,2010-11-04T00:00:00Z,9999-01-01T00:00:00Z
SLTZ,SI,Solution Range,-43.90974,169.59314,1187,,WGS84,2025-02-28T12:00:00Z,9999-01-01T00:00:00Z
SM1F,XX,Muller Station Strong Motion,-42.0605,173.41415,1063,,WGS84,2013-08-21T00:00:00Z,2018-01-15T00:00:00Z
SM2F,XX,Gladstone Station Strong Motion,-41.93246,173.61089,911,,WGS84,2013-08-21T00:00:00Z,2013-11-19T10:00:00Z
SM3F,XX,Glen Orkney Station Temp,-41.85952,173.81831,666,,WGS84,2013-08-21T00:00:00Z,2017-11-02T10:06:00Z
SMCF,XX,Smithy Creek,-44.954161769,168.023758163,430,,WGS84,1993-03-18T10:04:00Z,1993-06-19T19:26:00Z
SMHS,SM,Summerhill,-43.26216,172.3363,181,,WGS84,2012-10-16T00:00:00Z,9999-01-01T00:00:00Z
SMRZ,SI,Smyth Range,-43.195879,170.722068,1326,,WGS84,2025-03-16T22:36:00Z,9999-01-01T00:00:00Z
SMTC,SC,Styx Mill Transfer Station,-43.467529297,172.613861084,10,,WGS84,2008-01-29T00:00:00Z,9999-01-01T00:00:00Z
SNDS,SM,Seddon Reserve Road,-41.66384,174.13728,99,,WGS84,2016-11-15T00:00:00Z,2016-11-16T00:00:00Z
SNGZ,EC,Shannon Station,-38.7815,177.3399,545,,WGS84,2009-06-08T00:00:00Z,9999-01-01T00:00:00Z
SNVZ,CH,South Ngauruhoe,-39.1862267,175.6403333,1604,,WGS84,2015-03-27T00:00:00Z,9999-01-01T00:00:00Z
SNZO,IU,South Karori,-41.308747995,174.704223108,110,,WGS84,1975-12-01T00:00:00Z,9999-01-01T00:00:00Z
SOCS,SM,Lower Hutt St Orans College,-41.204326097,174.915936222,10,,WGS84,2002-03-04T00:00:00Z,9999-01-01T00:00:00Z
SOMS,SM,Somes Island,-41.25746,174.865,48,,WGS84,2012-10-31T00:00:00Z,9999-01-01T00:00:00Z
SPCM,XX,Serpentine Creek,-42.246105291,172.755134151,1040,,WGS84,1993-10-21T02:48:00Z,1994-03-04T00:18:00Z
SPCV,XX,Supper Cove,-45.70500609,166.9225235,813,,WGS84,2009-07-17T00:00:00Z,2009-09-14T23:44:00Z
SPFS,SM,Springfield Fire Station,-43.337970267,171.9289382,396,,WGS84,2001-11-09T00:00:00Z,2011-12-16T00:00:00Z
SPNN,XX,Sugar Loaf,-39.521953709,176.843996812,20,,WGS84,1994-04-17T00:00:00Z,1994-05-24T17:59:00Z
SPRS,SM,Springfield Volunteer Fire Station,-43.3368,171.93008,414,,WGS84,2011-12-13T00:00:00Z,2023-07-17T06:34:00Z
SR041,SM,Richmond Range; N of Wairau River,-41.47892,173.31181,1460,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR043,SM,North of Murchison,-41.88687,172.320184,220,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR044,SM,Waihopai Valley,-41.913761,173.391834,1620,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR046,SM,Raglan Range,-42.009729111,173.015290547,1500,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR049,SM,Southwest of Reefton,-42.187887959,171.78417966,180,,WGS84,2014-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR050,SM,Spenser Mountains,-42.099287923,172.635021,2020,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR051,SM,St. James Range,-42.366559707,172.636576159,1560,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR052,SM,West of Seaward Kaikoura range,-42.309842632,173.111664906,1480,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR053,SM,Greymouth,-42.452960931,171.228095212,20,,WGS84,2014-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR055,SM,South of Lake Christabel,-42.484210734,172.284703414,1600,,WGS84,2014-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR056,SM,Hanmer Springs,-42.579513162,172.790629862,320,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR057,SM,Glynn Wye Range,-42.614520619,172.451605563,860,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR058,SM,Leader Road / Northeast of Waiau,-42.621602735,173.173233465,140,,WGS84,2014-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR059,SM,East of Kokatahi,-42.829964935,171.089587497,320,,WGS84,2015-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR060,SM,Poulter Range,-42.778929021,171.890684466,1540,,WGS84,2015-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR061,SM,Pukekura,-43.00831678,170.676235931,80,,WGS84,2014-06-30T00:00:00Z,2016-01-01T00:00:00Z
SR062,SM,Browning Range,-42.954289543,171.276524686,1780,,WGS84,2015-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR063,SM,Waimakariri River,-42.986068179,171.793315847,700,,WGS84,2015-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR064,SM,Agassiz Range,-43.151674137,171.116075437,1880,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR065,SM,Okarito,-43.222329042,170.160053844,20,,WGS84,2014-06-30T00:00:00Z,2016-01-01T00:00:00Z
SR066,SM,Froude Range,-43.347215725,170.775829543,1880,,WGS84,2015-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR067,SM,Mount Cook Village / Tasman Valley,-43.692311809,170.157030005,900,,WGS84,2015-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR068,SM,Haast Road / Southwest of Lake Moeraki,-43.732886941,169.18751956,20,,WGS84,2014-06-30T00:00:00Z,2016-01-01T00:00:00Z
SR069,SM,Bealey Range,-43.999737126,169.626503827,1780,,WGS84,2015-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR070,SM,Hope River / Barn Bay Cascade Rd,-44.006104333,168.466485099,20,,WGS84,2014-06-30T00:00:00Z,2016-01-01T00:00:00Z
SR074,SM,Little Red Hill Range,-44.381376901,168.26559829,1360,,WGS84,2015-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR075,SM,Fiordland coast,-44.765254176,167.543952619,1040,,WGS84,2014-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR077,SM,Stuart Mountains,-45.051364482,167.591848768,1240,,WGS84,2014-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR078,SM,Close to Te Anau,-45.431773143,167.672947858,340,,WGS84,2014-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR083,SM,Northwest of Lees Valley,-43.03946,172.1496,1260,,WGS84,2013-06-30T00:00:00Z,2016-01-01T00:00:00Z
SR094,SM,Kaitoke East,-41.079136,175.199794,200,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SR095,SM,Glentui,-43.21356,172.268755,280,,WGS84,2013-06-01T00:00:00Z,2016-01-01T00:00:00Z
SRWM,XX,St. Ronan's Well,-41.94529844,172.897637367,780,,WGS84,1993-10-21T02:48:00Z,1994-02-28T02:25:00Z
SS045,SM,Matakitaki Station,-41.991100139,172.489527102,400,,WGS84,2014-06-01T00:00:00Z,2017-01-01T00:00:00Z
SS054,SM,Haupiri,-42.56223,171.81114,176,,WGS84,2014-06-01T00:00:00Z,2017-01-01T00:00:00Z
SS071,SM,Cascade River Station,-44.125042398,168.560662858,140,,WGS84,2014-06-30T00:00:00Z,2017-01-01T00:00:00Z
SS073,SM,Martins Bay Lodge,-44.36794582,168.01556168,20,,WGS84,2015-06-01T00:00:00Z,2017-01-01T00:00:00Z
STAS,SM,St Albans Christchurch,-43.51361,172.64112,47,,WGS84,2012-05-22T00:00:00Z,9999-01-01T00:00:00Z
STJ,XX,St. James RATS,-42.223004502,172.666333124,957,,WGS84,1990-02-13T02:08:00Z,1990-02-13T20:55:00Z
STKA,AU,Stephens Creek,-31.8769,141.5952,230,,WGS84,1994-03-29T00:00:00Z,9999-01-01T00:00:00Z
STKS,SM,Sign of the Kiwi,-43.606541,172.644913,350,,WGS84,2011-12-13T00:00:00Z,9999-01-01T00:00:00Z
STLD,XX,Steel,-43.61084,171.82626,230,,WGS84,2010-09-05T00:00:00Z,2010-09-29T02:00:00Z
STN,NZ,Seatoun,-41.32498867,174.831864659,3,,WGS84,1931-01-01T00:00:00Z,1933-03-31T00:00:00Z
STSB,SB,Wellington Stout Street Building Array (MBIE),-41.281275,174.776845,8,,WGS84,2014-07-01T00:00:00Z,9999-01-01T00:00:00Z
STZ,NZ,Stratford,-39.344044248,174.292365975,300,,WGS84,1934-10-01T00:00:00Z,1939-03-31T00:00:00Z
SUFF,XX,Sutherland Falls,-44.79465651,167.744555512,300,,WGS84,1993-03-19T06:56:00Z,1993-06-20T22:23:00Z
SUMS,SM,Sumner,-43.56921,172.75681,9,,WGS84,2012-04-23T00:00:00Z,9999-01-01T00:00:00Z
SUMT,TG,Christchurch,-43.570101,172.773828,0,,NZGD2000,2010-08-10T23:30:00Z,2022-03-31T20:00:00Z
SUTO,XX,Sutton,-45.56731,170.0799,235,,WGS84,2014-03-13T00:00:00Z,2014-10-09T00:00:00Z
SUV,NZ,Suva,-18.1488,178.4572,6,,NZGD49,1923-01-01T00:00:00Z,1971-07-31T00:00:00Z
SWDO,XX,Sherwood Downs,-43.94583,170.78677,601,,WGS84,2014-10-14T00:00:00Z,9999-01-01T00:00:00Z
SWNC,SC,Swannanoa School,-43.369432575,172.495355403,53,,WGS84,2005-02-23T00:00:00Z,9999-01-01T00:00:00Z
SWRV,XX,Swamp Road,-39.354047554,175.619682281,1060,,WGS84,1995-09-26T07:39:00Z,1996-01-09T01:00:00Z
SYD,OE,Sydney,-33.8667,151.2,43,,NZGD49,1906-01-01T00:00:00Z,1948-12-31T00:00:00Z
SYZ,NZ,Scrubby Hill,-46.536890349,169.138823018,52,,WGS84,2006-05-05T00:00:00Z,9999-01-01T00:00:00Z
TA1S,XX,Matata Fire Station,-37.888781339,176.757511438,12,,WGS84,2005-04-09T00:00:00Z,2005-06-22T21:06:00Z
TA2S,XX,Watchorn Shed,-37.859140595,176.668880466,59,,WGS84,2005-04-09T00:00:00Z,2005-08-10T00:00:00Z
TA3S,XX,Caverhill,-37.928032015,176.730880981,80,,WGS84,2005-04-10T00:00:00Z,2006-03-28T22:55:00Z
TACF,XX,Te Anau Control Gates,-45.44057423,167.685350626,204,,WGS84,1993-03-24T04:20:00Z,1993-06-03T11:18:00Z
TACS,SM,Te Aroha College,-37.541972594,175.692809799,22,,WGS84,2002-06-27T00:00:00Z,9999-01-01T00:00:00Z
TAE,XX,Tora,-41.49159416,175.540172985,60,,WGS84,1990-10-05T00:00:00Z,1990-10-08T20:12:00Z
TAFS,SM,Te Anau Fire Station,-45.416673666,167.719111225,221,,WGS84,2002-06-13T00:00:00Z,9999-01-01T00:00:00Z
TAHR,XX,Taheke,-37.996222663,176.438897207,298,,WGS84,2004-07-20T02:46:00Z,2004-07-29T00:48:00Z
TAHZ,HB,Taraponui,-39.134045537,176.740496906,1297,,WGS84,1987-03-19T00:00:00Z,1997-08-18T00:00:00Z
TAIA,XX,Taipo River EARSS,-42.751314106,171.417914569,180,,WGS84,1994-06-23T00:00:00Z,1994-06-26T00:00:00Z
TAIO,XX,Taieri,-46.1286,170.1566,129,,WGS84,2014-03-10T00:00:00Z,2014-10-07T00:00:00Z
TAIS,SM,Taita Central School,-41.18038403,174.954771915,18,,WGS84,2011-06-14T00:00:00Z,9999-01-01T00:00:00Z
TAK,NZ,Takaka,-40.849972879,172.80434116,8,,WGS84,1931-01-01T00:00:00Z,1968-11-30T00:00:00Z
TAKF,XX,Takaro Lodge,-45.286170768,167.957555202,470,,WGS84,1993-03-21T06:33:00Z,1993-06-19T19:24:00Z
TAMF,XX,Te Anau Motor Camp,-45.42657394,167.717851145,223,,WGS84,2003-08-22T08:43:00Z,2003-08-24T10:31:00Z
TANF,XX,Mount Tanilba 2007,-44.9867539,167.1866309,950,,NZGD2000,2007-10-17T00:00:00Z,2007-11-27T22:00:00Z
TAOV,XX,Tarawera Outlet,-38.181926313,176.500997314,320,,WGS84,1995-01-29T04:51:00Z,1995-06-05T12:47:00Z
TAPC,XX,Tapui A RATS,-38.829540296,177.149402998,240,,WGS84,2001-01-24T12:48:00Z,2001-02-01T12:30:00Z
TARA,XX,Taipo River RATS,-42.751314106,171.417914569,180,,WGS84,1994-06-23T04:51:00Z,1994-07-06T01:08:00Z
TARC,XX,Tara,-39.667756494,176.725494821,40,,WGS84,2001-01-10T10:11:00Z,2001-06-24T00:10:00Z
TARZ,RT,Mount Tarawera,-38.23555,176.50585,1071,,NZGD2000,2007-11-22T00:00:00Z,9999-01-01T00:00:00Z
TAU,II,Tasmania University,-42.9099,147.3204,132,,WGS84,1981-08-05T00:00:00Z,9999-01-01T00:00:00Z
TAUC,XX,Tauhara,-38.697035494,176.13689105,551,,WGS84,2001-01-11T00:00:00Z,2001-06-25T16:25:00Z
TAUG,XX,Tauwhareparae School,-38.273231407,178.108216589,540,,WGS84,1993-08-12T05:30:00Z,1993-09-08T23:09:00Z
TAUR,XX,Tauwhareparae RATS,-38.244430784,178.071916238,580,,WGS84,1994-08-03T12:14:00Z,1994-12-12T23:13:00Z
TAUT,TG,Tauranga,-37.6410885,176.1811791,0,,NZGD2000,2008-05-21T00:00:00Z,9999-01-01T00:00:00Z
TAX,XX,Tahuokaretu Road,-40.411271556,176.33238719,60,,WGS84,1990-02-19T00:00:00Z,1990-02-20T00:00:00Z
TAZ,RT,Tarawera,-38.231227269,176.507997227,1037,,WGS84,1984-07-18T00:00:00Z,2007-12-18T00:00:00Z
TBAS,SM,Tolaga Bay Area School,-38.372803703,178.300778623,8,,WGS84,2002-04-16T00:00:00Z,9999-01-01T00:00:00Z
TBC,CY,Trig B,-45.144671059,169.330374199,619,,WGS84,1986-12-09T00:00:00Z,1996-05-01T21:38:00Z
TBCS,SM,Tauranga Boys College,-37.702696578,176.156674818,33,,WGS84,2001-12-06T00:00:00Z,9999-01-01T00:00:00Z
TBLO,XX,Table Hill,-46.05313,169.90199,278,,WGS84,2014-03-11T00:00:00Z,2014-10-07T00:00:00Z
TCW,WL,Tory Channel,-41.210364716,174.276328104,197,,WGS84,1977-03-28T00:00:00Z,9999-01-01T00:00:00Z
TDE,XX,Te Anau Downs,-45.198067881,167.822053979,220,,WGS84,1989-06-02T14:12:00Z,1989-06-10T12:00:00Z
TDFB,SB,Wellington Thorndon Flyover,-41.263666,174.787222,2,,WGS84,2011-06-28T00:00:00Z,9999-01-01T00:00:00Z
TDHS,SM,Te Araroa District High School,-37.633319923,178.365371742,5,,WGS84,2002-04-15T00:00:00Z,9999-01-01T00:00:00Z
TDL,XX,Te Anau Downs,-45.198367886,167.820853961,210,,WGS84,1988-06-06T06:51:00Z,1988-06-11T05:00:00Z
TEAC,XX,Te Apiti,-39.910462088,176.949896747,53,,WGS84,2001-01-09T11:09:00Z,2001-06-24T14:11:00Z
TEAV,XX,Te Ana,-38.371229186,176.156392454,280,,WGS84,1995-01-10T09:08:00Z,1995-05-20T20:23:00Z
TEHZ,HB,Te Atua,-39.987763439,176.811394741,407,,WGS84,1987-03-19T00:00:00Z,1997-08-04T09:57:00Z
TEKE,XX,Te Kaha,-37.759021026,177.761014024,80,,WGS84,1994-08-05T21:49:00Z,1994-12-18T00:36:00Z
TEMV,XX,Te Monehu,-38.236927705,176.659399049,400,,WGS84,1995-01-13T11:41:00Z,1995-06-06T13:54:00Z
TEN,XX,Tennyson RATS,-42.208304362,172.749334254,1158,,WGS84,1990-02-12T22:54:00Z,1990-02-18T00:17:00Z
TENS,SM,Lake Tennyson,-42.21496,172.79019,1807,,WGS84,2016-11-18T00:00:00Z,9999-01-01T00:00:00Z
