Station,Location,Latitude,Longitude,Elevation,Depth,Datum,Survey,Start Date,End Date
RU001,07,-39.2835,175.5654,2529,,WGS84,External GPS Device,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,08,-39.2835,175.5654,2529,,WGS84,External GPS Device,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,09,-39.2835,175.5654,2529,,WGS84,External GPS Device,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,10,-39.2835,175.5654,2529,,WGS84,External GPS Device,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,11,-39.2835,175.5654,2529,,WGS84,External GPS Device,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,12,-39.2835,175.5654,2529,,WGS84,External GPS Device,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RUAE,10,-38.079027394,177.949715282,750,,WGS84,Unknown,1994-07-28T07:44:00Z,1994-12-13T16:23:00Z
RUAS,20,-38.147636748,177.0083136,46,,WGS84,Internal GPS Clock,2001-12-04T23:00:00Z,2009-10-27T00:00:00Z
RUGF,10,-44.7243441,167.6433874,1106,,NZGD2000,External GPS Device,2007-10-17T23:59:02Z,2007-11-27T22:00:00Z
RUGZ,10,-37.96513,177.67748,1175,,WGS84,Internal GPS Clock,2011-05-19T03:00:00Z,9999-01-01T00:00:00Z
RUNE,10,-37.559917882,178.014917734,40,,WGS84,Unknown,1994-08-05T02:37:00Z,1994-12-18T22:55:00Z
RUZ,10,-39.125242247,175.337979675,450,,WGS84,Unknown,1990-08-14T08:30:00Z,1992-05-19T07:21:00Z
RVAZ,10,-36.769996316,174.57919929,59,,WGS84,Internal GPS Clock,2008-04-02T01:00:00Z,9999-01-01T00:00:00Z
RVAZ,11,-36.769996316,174.57919929,59,,WGS84,Internal GPS Clock,2014-05-19T00:05:00Z,9999-01-01T00:00:00Z
SACS,20,-43.50674,172.61619,47,,WGS84,External GPS Device,2013-03-13T01:10:00Z,9999-01-01T00:00:00Z
SAND,10,-43.56044,172.29766,103,,WGS84,External GPS Device,2010-09-05T06:54:02Z,2010-09-29T04:30:00Z
SBAM,50,-77.84892,166.76553,10,,WGS84,Unknown,2009-03-02T00:00:00Z,2023-10-22T23:59:00Z
SBAM,51,-77.84892,166.76553,10,,WGS84,Unknown,2009-03-02T00:00:00Z,2023-10-22T23:59:00Z
SBCZ,10,-45.090569501,169.31127427,801,,WGS84,Unknown,1987-02-01T13:09:00Z,1996-04-27T03:07:00Z
SBRC,20,-43.808703298,172.252380039,24,,WGS84,Internal GPS Clock,2004-12-02T00:00:00Z,9999-01-01T00:00:00Z
SBYF,10,-45.527176408,167.603348983,183,,WGS84,Unknown,1993-03-22T04:51:00Z,1993-08-27T00:15:00Z
SCAC,20,-42.93857277,172.92162302,138,,WGS84,Internal GPS Clock,2005-11-16T01:00:00Z,9999-01-01T00:00:00Z
SCHC,10,-38.429029354,175.730987066,260,,WGS84,Unknown,2001-01-17T09:59:00Z,2001-06-27T20:55:00Z
SCLF,10,-45.27056716,166.972742367,560,,WGS84,Topographic Map,2003-08-24T03:38:00Z,2003-09-12T16:59:00Z
SCTS,20,-45.265788,166.951482,1185,,WGS84,External GPS Device,2020-06-23T01:34:00Z,9999-01-01T00:00:00Z
SDNS,20,-41.66384,174.13728,99,,WGS84,External GPS Device,2016-11-15T03:07:00Z,9999-01-01T00:00:00Z
SEAS,20,-41.326447,174.837638,5,,WGS84,Topographic Map,2012-04-27T01:00:00Z,9999-01-01T00:00:00Z
SECF,10,-45.220665481,166.884841545,10,,WGS84,Unknown,2003-08-23T04:53:00Z,2004-05-12T17:31:00Z
SECF,20,-45.220665481,166.884841545,10,,WGS84,Unknown,2000-11-03T00:00:00Z,2004-05-12T00:00:00Z
SEDS,20,-41.67229,174.07645,90,,WGS84,Internal GPS Clock,2013-07-23T06:00:10Z,9999-01-01T00:00:00Z
SEVS,20,-41.246984,174.902163,4,,WGS84,Topographic Map,2011-07-06T12:00:10Z,2013-09-24T01:00:00Z
SEVS,21,-41.245987,174.902922,4,,WGS84,External GPS Device,2015-06-25T21:05:00Z,9999-01-01T00:00:00Z
SHFC,20,-43.391151887,172.02575919,295,,WGS84,Internal GPS Clock,2005-02-23T00:00:00Z,9999-01-01T00:00:00Z
SHLC,20,-43.505336761,172.663391113,5,,WGS84,External GPS Device,2008-01-31T01:23:00Z,9999-01-01T00:00:00Z
SIZ,10,-46.873417221,168.133047173,60,,WGS84,Unknown,1990-12-14T11:46:00Z,2001-10-23T22:04:00Z
SJFS,20,-42.334575929,172.180286383,432,,WGS84,Internal GPS Clock,2004-03-18T03:30:00Z,9999-01-01T00:00:00Z
SKFS,20,-45.898625824,170.509715468,9,,WGS84,Internal GPS Clock,2002-06-08T00:00:00Z,9999-01-01T00:00:00Z
SKTD,10,-43.6822,172.20151,74,,WGS84,External GPS Device,2010-09-05T04:01:00Z,2010-09-28T23:59:00Z
SLRC,20,-43.67513,172.31752,35,,WGS84,External GPS Device,2010-11-04T03:03:00Z,9999-01-01T00:00:00Z
SLTZ,10,-43.90974,169.59314,1187,,WGS84,Site Survey,2025-02-28T12:00:00Z,9999-01-01T00:00:00Z
SLTZ,20,-43.90974,169.59314,1187,,WGS84,Site Survey,2025-03-20T20:05:00Z,9999-01-01T00:00:00Z
SM1F,20,-42.0605,173.41415,1063,,WGS84,External GPS Device,2013-08-21T14:50:00Z,2018-01-14T21:38:00Z
SM2F,20,-41.93246,173.61089,911,,WGS84,External GPS Device,2013-08-21T10:10:00Z,2013-11-19T10:00:00Z
SM3F,10,-41.85952,173.81831,666,,WGS84,Topographic Map,2016-12-01T16:00:00Z,2017-11-02T10:06:00Z
SM3F,20,-41.85952,173.81831,666,,WGS84,External GPS Device,2013-08-21T10:00:10Z,2017-11-02T10:06:00Z
SMCF,10,-44.954161769,168.023758163,430,,WGS84,Unknown,1993-03-18T10:04:00Z,1993-06-19T19:26:00Z
SMHS,20,-43.26216,172.33463,181,,WGS84,External GPS Device,2012-10-16T04:30:00Z,9999-01-01T00:00:00Z
SMHS,50,-43.26216,172.33463,181,,WGS84,External GPS Device,2012-10-16T04:30:00Z,9999-01-01T00:00:00Z
SMRZ,10,-43.195879,170.722068,1326,,WGS84,Site Survey,2025-03-16T22:36:00Z,9999-01-01T00:00:00Z
SMRZ,20,-43.195879,170.722068,1326,,WGS84,Site Survey,2025-03-16T22:36:00Z,9999-01-01T00:00:00Z
SMTC,20,-43.467529297,172.613861084,10,,WGS84,External GPS Device,2008-01-29T20:31:00Z,9999-01-01T00:00:00Z
SNDS,20,-41.66384,174.13728,99,,WGS84,Internal GPS Clock,2016-11-15T03:05:00Z,2016-11-15T03:06:00Z
SNGZ,10,-38.7815,177.3399,545,,WGS84,Internal GPS Clock,2009-06-08T03:00:00Z,9999-01-01T00:00:00Z
SNVZ,10,-39.1862267,175.6403333,1604,,WGS84,Internal GPS Clock,2015-03-27T02:00:00Z,9999-01-01T00:00:00Z
SNVZ,30,-39.1862267,175.6403333,1604,,WGS84,Internal GPS Clock,2020-02-20T04:50:00Z,9999-01-01T00:00:00Z
SNZO,00,-41.3087,174.7043,120,,WGS84,Internal GPS Clock,2024-08-05T08:54:00Z,9999-01-01T00:00:00Z
SNZO,20,-41.3087,174.7043,120,,WGS84,Internal GPS Clock,2024-08-05T08:54:00Z,9999-01-01T00:00:00Z
SOCS,20,-41.204326097,174.915936222,10,,WGS84,Internal GPS Clock,2002-03-04T21:30:00Z,9999-01-01T00:00:00Z
SOMS,20,-41.25746,174.865,48,,WGS84,External GPS Device,2012-10-31T00:05:00Z,9999-01-01T00:00:00Z
SPCM,10,-42.246105291,172.755134151,1040,,WGS84,Unknown,1993-10-21T02:49:00Z,1994-03-04T00:18:00Z
SPCV,10,-45.70500609,166.9225235,813,,WGS84,External GPS Device,2009-07-17T04:01:00Z,2009-09-14T23:44:00Z
SPFS,20,-43.337970267,171.9289382,396,,WGS84,Internal GPS Clock,2001-11-09T22:00:00Z,2011-12-15T05:15:00Z
SPNN,10,-39.521953709,176.843996812,20,,WGS84,Topographic Map,1994-04-17T00:54:00Z,1994-05-24T17:59:00Z
SPRS,20,-43.3368,171.93008,414,,WGS84,Topographic Map,2011-12-13T04:05:00Z,2023-07-17T06:34:00Z
SRWM,10,-41.94529844,172.897637367,780,,WGS84,Unknown,1993-10-21T02:48:00Z,1994-02-28T02:25:00Z
STAS,20,-43.51361,172.64112,47,,WGS84,External GPS Device,2012-05-22T00:10:00Z,9999-01-01T00:00:00Z
STKS,20,-43.606541,172.644913,350,,WGS84,External GPS Device,2011-12-13T23:20:00Z,9999-01-01T00:00:00Z
STLD,10,-43.61084,171.82626,230,,WGS84,External GPS Device,2010-09-05T01:04:00Z,2010-09-29T02:00:00Z
STSB,21,-41.281275,174.776845,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,22,-41.281275,174.776845,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,23,-41.281662,174.776977,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,24,-41.281275,174.776845,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,25,-41.281275,174.776845,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,26,-41.28105,174.777053,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,27,-41.281275,174.776845,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,28,-41.281295,174.777314,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,29,-41.28105,174.777053,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,2A,-41.281662,174.776977,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,2B,-41.281293,174.776608,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,2C,-41.281275,174.776845,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,2D,-41.281275,174.776845,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,2E,-41.281275,174.776845,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,2F,-41.281275,174.776845,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
STSB,2G,-41.281295,174.777314,8,,WGS84,Site Survey,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
SUMS,20,-43.56921,172.75681,9,,WGS84,External GPS Device,2012-04-23T03:00:00Z,9999-01-01T00:00:00Z
SUMT,40,-43.570101,172.773828,0,,NZGD2000,Unknown,2010-08-10T23:30:00Z,2022-03-31T20:00:00Z
SUMT,41,-43.570101,172.773828,0,,NZGD2000,Unknown,2010-08-10T23:30:00Z,2022-03-31T20:00:00Z
SUTO,10,-45.56731,170.0799,235,,WGS84,External GPS Device,2014-03-13T02:45:00Z,2014-10-08T02:00:00Z
SWDO,10,-43.94583,170.78677,601,,WGS84,External GPS Device,2014-10-14T00:01:00Z,2015-04-09T23:59:00Z
SWNC,20,-43.369432575,172.495355403,53,,WGS84,Internal GPS Clock,2005-02-23T00:00:00Z,9999-01-01T00:00:00Z
SWRV,10,-39.354047554,175.619682281,1060,,WGS84,Topographic Map,1995-09-26T07:39:00Z,1996-01-09T01:00:00Z
SYZ,10,-46.536890349,169.138823018,52,,WGS84,Internal GPS Clock,2006-05-05T00:20:00Z,9999-01-01T00:00:00Z
SYZ,20,-46.536890349,169.138823018,52,,WGS84,Internal GPS Clock,2006-05-05T00:20:00Z,2023-03-19T07:03:00Z
SYZ,21,-46.536928,169.138848,50,,WGS84,Internal GPS Clock,2023-06-16T02:49:00Z,9999-01-01T00:00:00Z
TA1S,20,-37.888781339,176.757511438,12,,WGS84,Internal GPS Clock,2005-04-09T23:34:00Z,2005-06-22T21:06:00Z
TA2S,20,-37.859140595,176.668880466,59,,WGS84,Internal GPS Clock,2005-04-10T02:55:00Z,2005-08-09T00:16:00Z
TA3S,20,-37.928032015,176.730880981,80,,WGS84,Internal GPS Clock,2005-04-10T04:55:00Z,2006-03-28T22:55:00Z
TACF,10,-45.44057423,167.685350626,204,,WGS84,Unknown,1993-03-24T04:20:00Z,1993-06-03T11:18:00Z
TACS,20,-37.541972594,175.692809799,22,,WGS84,Internal GPS Clock,2002-06-27T01:00:00Z,9999-01-01T00:00:00Z
TAE,10,-41.49159416,175.540172985,60,,WGS84,Unknown,1990-10-05T10:47:00Z,1990-10-08T20:12:00Z
TAFS,20,-45.416673666,167.719111225,221,,WGS84,Internal GPS Clock,2002-06-13T00:00:00Z,9999-01-01T00:00:00Z
TAHR,10,-37.996222663,176.438897207,298,,WGS84,Unknown,2004-07-20T02:46:00Z,2004-07-28T23:30:00Z
TAHZ,10,-39.134045537,176.740496906,1297,,WGS84,Unknown,1987-03-19T17:00:00Z,1997-08-03T23:45:00Z
TAIA,10,-42.751314106,171.417914569,180,,WGS84,Topographic Map,1994-06-23T05:27:00Z,1994-06-25T13:56:00Z
TAIO,10,-46.1286,170.1566,129,,WGS84,External GPS Device,2014-03-10T23:31:00Z,2014-10-06T02:00:00Z
TAIS,20,-41.18038403,174.954771915,18,,WGS84,Unknown,2011-06-14T02:00:00Z,9999-01-01T00:00:00Z
TAMF,10,-45.42657394,167.717851145,223,,WGS84,Unknown,2003-08-22T08:43:00Z,2003-08-24T10:31:00Z
TANF,10,-44.9867539,167.1866309,450,,NZGD2000,External GPS Device,2007-10-17T20:10:01Z,2007-11-27T22:00:00Z
TAOV,10,-38.181926313,176.500997314,320,,WGS84,Unknown,1995-01-29T04:51:00Z,1995-06-05T12:47:00Z
TARC,10,-39.667756494,176.725494821,40,,WGS84,Unknown,2001-01-10T10:12:00Z,2001-06-24T00:10:00Z
TARZ,10,-38.23555,176.50585,1071,,NZGD2000,Internal GPS Clock,2007-11-22T01:00:00Z,9999-01-01T00:00:00Z
TAUC,10,-38.697035494,176.13689105,551,,WGS84,Unknown,2001-01-11T20:41:00Z,2001-06-25T16:25:00Z
TAUG,10,-38.273231407,178.108216589,540,,WGS84,Topographic Map,1993-08-12T05:30:00Z,1993-09-08T23:09:00Z
TAUT,40,-37.6410885,176.1811791,0,,NZGD2000,External GPS Device,2008-05-21T02:00:02Z,9999-01-01T00:00:00Z
TAUT,41,-37.6410885,176.1811791,0,,NZGD2000,External GPS Device,2008-05-21T02:00:02Z,9999-01-01T00:00:00Z
TAZ,10,-38.231227269,176.507997227,1037,,WGS84,Unknown,1988-11-15T05:17:00Z,2007-12-17T06:00:00Z
TAZ,11,-38.231227269,176.507997227,1037,,WGS84,Unknown,1987-03-05T01:00:00Z,1999-06-20T05:00:00Z
TAZ,12,-38.231227269,176.507997227,1037,,WGS84,Unknown,1998-03-25T22:00:00Z,2000-11-28T19:00:00Z
TBAS,20,-38.372803703,178.300778623,8,,WGS84,Internal GPS Clock,2002-04-16T00:00:00Z,9999-01-01T00:00:00Z
TBC,10,-45.144671059,169.330374199,619,,WGS84,Unknown,1986-12-09T20:10:00Z,1996-05-01T21:38:00Z
TBCS,20,-37.702696578,176.156674818,33,,WGS84,Internal GPS Clock,2001-12-06T00:00:00Z,9999-01-01T00:00:00Z
TBLO,10,-46.05313,169.90199,278,,WGS84,External GPS Device,2014-03-11T02:50:00Z,2014-10-06T04:00:00Z
TCW,10,-41.210364716,174.276328104,197,,WGS84,Internal GPS Clock,1986-09-22T00:00:00Z,9999-01-01T00:00:00Z
TCW,11,-41.210364716,174.276328104,197,,WGS84,Internal GPS Clock,1995-03-10T22:00:00Z,2004-06-08T01:00:00Z
TCW,20,-41.210364716,174.276328104,197,,WGS84,Unknown,2011-03-25T00:00:02Z,2023-06-15T23:54:00Z
TCW,21,-41.210397,174.276371,179,,WGS84,Internal GPS Clock,2023-06-19T00:07:00Z,9999-01-01T00:00:00Z
TDE,10,-45.198067881,167.822053979,220,,WGS84,Unknown,1989-06-02T14:12:00Z,1989-06-10T12:00:00Z
TDFB,20,-41.26338902,174.78738629,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,21,-41.26350349,174.78727889,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,22,-41.26322082,174.78747097,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,23,-41.26330165,174.78739514,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,24,-41.26369325,174.7871813,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,25,-41.26370134,174.78717371,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,26,-41.26377308,174.78702599,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,27,-41.26361797,174.7871715,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,28,-41.266518,174.784213,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,29,-41.266545,174.7841,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2A,-41.266552,174.784092,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2B,-41.266679,174.784143,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2C,-41.266686,174.784135,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2D,-41.266771,174.783931,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2E,-41.266913,174.783773,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2F,-41.266602,174.784119,2,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDHS,20,-37.633319923,178.365371742,5,,WGS84,Internal GPS Clock,2002-04-15T00:00:00Z,9999-01-01T00:00:00Z
TDL,10,-45.198367886,167.820853961,210,,WGS84,Unknown,1988-06-06T10:09:00Z,1988-06-11T05:00:00Z
TEAC,10,-39.910462088,176.949896747,53,,WGS84,Unknown,2001-01-09T11:09:00Z,2001-06-24T14:11:00Z
TEAV,10,-38.371229186,176.156392454,280,,WGS84,Unknown,1995-01-10T09:08:00Z,1995-05-20T20:23:00Z
TEHZ,10,-39.987763439,176.811394741,407,,WGS84,Unknown,1987-03-19T22:55:00Z,1997-08-04T09:57:00Z
TEKE,10,-37.759021026,177.761014024,80,,WGS84,Unknown,1994-08-05T21:50:00Z,1994-12-18T00:36:00Z
TENS,20,-42.21496,172.79019,1807,,WGS84,External GPS Device,2016-11-18T00:05:00Z,9999-01-01T00:00:00Z
TEPS,20,-41.290587759,174.781064157,111,,WGS84,Internal GPS Clock,2002-03-07T22:20:00Z,9999-01-01T00:00:00Z
TETC,10,-38.531531649,175.866388343,544,,WGS84,Unknown,2001-01-10T12:20:00Z,2001-04-28T10:45:00Z
TEU,10,-40.248568069,176.357988117,320,,WGS84,Unknown,1990-02-20T02:23:00Z,1990-05-17T17:11:00Z
TFSS,20,-41.275427415,174.783054245,9,,WGS84,Internal GPS Clock,1999-10-25T20:00:00Z,9999-01-01T00:00:00Z
TGRZ,10,-37.728807289,176.260835984,145,,WGS84,Internal GPS Clock,2003-02-18T08:00:01Z,2024-06-06T00:57:00Z
TGRZ,11,-37.728691,176.260862,147,,WGS84,Internal GPS Clock,2024-06-06T21:37:00Z,9999-01-01T00:00:00Z
TGRZ,20,-37.728691,176.260862,147,,WGS84,Internal GPS Clock,2024-06-06T21:37:00Z,9999-01-01T00:00:00Z
THHS,20,-39.67995471,175.795593232,459,,WGS84,Internal GPS Clock,2007-02-01T01:00:00Z,9999-01-01T00:00:00Z
THLX,10,-41.27409,174.7705433,174,,WGS84,Internal GPS Clock,2014-08-25T00:05:00Z,2015-03-24T00:00:00Z
THLX,20,-41.27409,174.7705433,174,,WGS84,Internal GPS Clock,2014-08-25T00:05:00Z,2015-03-24T00:00:00Z
THOB,21,-40.789402441,175.092971338,4,,NZGD2000,Internal GPS Clock,2011-01-01T00:00:00Z,2024-09-26T01:25:00Z
THOB,22,-40.789402441,175.092971338,4,,NZGD2000,Internal GPS Clock,2011-01-01T00:00:00Z,2024-09-26T01:25:00Z
THOB,23,-40.789386804,175.093059461,4,,NZGD2000,Internal GPS Clock,2011-01-01T00:00:00Z,2024-09-26T01:25:00Z
THPS,20,-39.676764656,175.801403316,435,,WGS84,Internal GPS Clock,2001-11-27T00:00:00Z,2005-02-07T00:00:00Z
THQ2,10,-38.6684,176.1698,450,,NZGD2000,External GPS Device,2012-12-18T01:00:00Z,2023-08-07T23:26:00Z
THQ2,11,-38.6683,176.1698,450,,NZGD2000,External GPS Device,2023-08-11T02:44:00Z,9999-01-01T00:00:00Z
THSZ,10,-38.695963,176.130538,511,,WGS84,Internal GPS Clock,2023-09-20T03:08:00Z,9999-01-01T00:00:00Z
THZ,10,-41.762474128,172.905218304,747,,WGS84,Internal GPS Clock,1989-12-02T09:50:00Z,9999-01-01T00:00:00Z
THZ,11,-41.762474128,172.905218304,747,,WGS84,Internal GPS Clock,1990-05-19T12:19:00Z,2003-09-24T11:54:00Z
THZ,12,-41.762474128,172.905218304,747,,WGS84,Internal GPS Clock,1990-05-19T12:19:00Z,1998-10-09T20:57:00Z
THZ,20,-41.762474128,172.905218304,747,,WGS84,Unknown,2003-08-08T00:00:00Z,2014-04-03T13:55:00Z
THZ,21,-41.762476,172.90522,756,,WGS84,Internal GPS Clock,2014-04-03T14:05:00Z,9999-01-01T00:00:00Z
TIKO,10,-34.529956633,172.864667557,143,,WGS84,Unknown,2002-08-28T19:48:00Z,2003-01-20T09:54:00Z
TIRS,20,-38.468910528,175.909709098,456,,WGS84,Internal GPS Clock,2002-06-25T03:00:00Z,9999-01-01T00:00:00Z
TITC,10,-39.831559581,176.558992159,255,,WGS84,Unknown,2001-01-08T13:33:00Z,2001-06-24T00:09:00Z
TIWZ,10,-40.776048632,175.885660183,559,,WGS84,Unknown,2006-03-07T12:00:02Z,9999-01-01T00:00:00Z
TKAS,20,-44.013313732,170.460575541,713,,WGS84,Internal GPS Clock,2001-05-04T00:00:00Z,9999-01-01T00:00:00Z
TKEZ,10,-39.387744456,174.0076623,330,,WGS84,Unknown,1993-12-14T23:52:00Z,1996-04-01T11:35:00Z
TKF,10,-44.97836242,168.018757946,380,,WGS84,Unknown,1988-06-06T05:58:00Z,1988-06-10T22:47:00Z
TKGZ,10,-38.4392,177.8485,157,,NZGD2000,Internal GPS Clock,2010-03-13T06:05:00Z,9999-01-01T00:00:00Z
TKGZ,11,-38.439120,177.848549,157,,WGS84,External GPS Device,2025-09-10T03:25:00Z,9999-01-01T00:00:00Z
TKHS,20,-38.332806183,175.155550424,66,,WGS84,Internal GPS Clock,2002-07-02T02:00:00Z,9999-01-01T00:00:00Z
TKNZ,10,-41.033551,172.960532,422,,WGS84,External GPS Device,2014-06-18T00:00:10Z,9999-01-01T00:00:00Z
TKTH,10,-39.111242875,175.738984656,825,,WGS84,Unknown,1994-01-27T21:07:00Z,1994-04-16T01:06:00Z
TLBF,10,-44.987360007,167.187247015,949,,WGS84,Unknown,2000-11-03T21:48:00Z,2000-11-18T04:29:00Z
TLC,10,-45.189671529,169.071370501,1393,,WGS84,Unknown,1989-06-29T21:15:00Z,1996-04-27T03:07:00Z
TLED,20,-43.5958,172.20133,123,,WGS84,External GPS Device,2010-09-05T05:00:02Z,2012-02-21T01:00:00Z
TLZ,10,-38.3294,175.538,660,,WGS84,Internal GPS Clock,2009-05-07T01:00:00Z,9999-01-01T00:00:00Z
TLZ,20,-38.3294,175.538,660,,WGS84,Internal GPS Clock,2009-05-07T01:00:00Z,2016-02-12T01:20:00Z
TLZ,21,-38.329357,175.53806,648,,WGS84,Internal GPS Clock,2016-02-12T01:25:00Z,9999-01-01T00:00:00Z
TMBS,20,-46.07183991,170.1957102,16,,WGS84,Internal GPS Clock,2002-06-09T00:00:00Z,9999-01-01T00:00:00Z
TMDS,20,-41.078083777,175.155439767,180,,WGS84,Internal GPS Clock,2002-10-22T03:00:00Z,9999-01-01T00:00:00Z
TMHS,20,-37.13968503,175.546519476,14,,WGS84,Internal GPS Clock,2002-06-27T22:00:00Z,2016-05-30T01:00:00Z
TMHS,21,-37.141,175.545,14.5,,WGS84,Internal GPS Clock,2017-07-20T00:00:02Z,9999-01-01T00:00:00Z
TMVZ,10,-39.11561,175.704064,1200,,WGS84,External GPS Device,2013-05-14T00:03:10Z,9999-01-01T00:00:00Z
TMVZ,30,-39.11561,175.704064,1200,,WGS84,External GPS Device,2013-05-14T03:00:00Z,9999-01-01T00:00:00Z
TMVZ,31,-39.11565,175.70411,1205,,WGS84,External GPS Device,2025-02-24T02:46:00Z,9999-01-01T00:00:00Z
TMWZ,10,-41.106596095,175.890468961,529,,WGS84,External GPS Device,2007-02-23T21:18:00Z,9999-01-01T00:00:00Z
TMWZ,20,-41.106596095,175.890468961,529,,WGS84,External GPS Device,2024-04-08T22:27:00Z,9999-01-01T00:00:00Z
TO003,,-39.108982,175.671815,1530,,WGS84,External GPS Device,2022-06-21T23:10:00Z,9999-01-01T00:00:00Z
TO003,01,-39.109701,175.672065,1530,,WGS84,External GPS Device,2021-05-27T04:40:00Z,9999-01-01T00:00:00Z
TO003,02,-39.109701,175.672065,1530,,WGS84,External GPS Device,2021-05-27T04:40:00Z,9999-01-01T00:00:00Z
TO003,03,-39.109701,175.672065,1530,,WGS84,External GPS Device,2021-05-27T04:40:00Z,9999-01-01T00:00:00Z
TO003,04,-39.109701,175.672065,1530,,WGS84,External GPS Device,2021-05-27T04:40:00Z,9999-01-01T00:00:00Z
TO003,05,-39.109184,175.671984,1530,,WGS84,External GPS Device,2022-06-22T02:40:00Z,9999-01-01T00:00:00Z
TO003,06,-39.108982,175.671815,1530,,WGS84,External GPS Device,2022-06-22T02:40:00Z,9999-01-01T00:00:00Z
TO003,07,-39.109311,175.672059,1530,,WGS84,External GPS Device,2022-06-22T02:50:00Z,9999-01-01T00:00:00Z
TO003,08,-39.109538,175.672084,1530,,WGS84,External GPS Device,2022-06-22T03:00:00Z,9999-01-01T00:00:00Z
TO003,09,-39.108982,175.671815,1530,,WGS84,External GPS Device,2022-06-21T23:10:00Z,9999-01-01T00:00:00Z
TO003,10,-39.109311,175.672059,1530,,WGS84,External GPS Device,2022-06-21T23:10:00Z,9999-01-01T00:00:00Z
TO003,11,-39.109538,175.672084,1530,,WGS84,External GPS Device,2022-06-21T23:10:00Z,9999-01-01T00:00:00Z
TO003,12,-39.109538,175.672084,1530,,WGS84,External GPS Device,2024-03-01T00:20:00Z,9999-01-01T00:00:00Z
TO003,13,-39.109538,175.672084,1530,,WGS84,External GPS Device,2024-03-01T00:20:00Z,9999-01-01T00:00:00Z
TO003,14,-39.109538,175.672084,1530,,WGS84,External GPS Device,2024-03-01T00:20:00Z,9999-01-01T00:00:00Z
TO003,15,-39.109538,175.672084,1530,,WGS84,External GPS Device,2024-03-01T00:20:00Z,9999-01-01T00:00:00Z
TO006,01,-39.10924496,175.66824184,1530,,WGS84,External GPS Device,2021-11-19T00:00:00Z,9999-01-01T00:00:00Z
