Station,Location,Sublocation,Property,Description,Aspect,Start Date,End Date
RR1021,MC01,01,PO4-P-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,SO4-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,SiO2-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,d18O-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,d2H-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,pH,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1054,MC01,01,Al-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,As-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,B-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,Br-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,Ca-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,Cl-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,F-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,Fe-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,H2S-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,HCO3-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,K-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,Li-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,Mg-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,NH3-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,NO3-N-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,Na-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,PO4-P-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,SO4-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,SiO2-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,d18O-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,d2H-conc,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1054,MC01,01,pH,well,,2018-07-20T00:00:00Z,2018-07-21T00:00:00Z
RR1076,MC01,01,Al-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,As-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,B-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,Br-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,Ca-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,Cl-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,F-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,Fe-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,H2S-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,HCO3-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,K-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,Li-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,Mg-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,NH3-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,NO3-N-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,Na-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,PO4-P-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,SO4-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,SiO2-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,d18O-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,d2H-conc,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR1076,MC01,01,pH,well,,2010-07-20T00:00:00Z,2012-07-06T00:00:00Z
RR12183,MC01,01,Al-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,As-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,B-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,Br-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,Ca-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,Cl-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,F-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,Fe-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,H2S-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,HCO3-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,K-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,Li-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,Mg-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,NH3-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,NO3-N-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,Na-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,PO4-P-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,SO4-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,SiO2-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,d18O-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,d2H-conc,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12183,MC01,01,pH,well,,2017-05-04T00:00:00Z,2019-07-12T00:00:00Z
RR12184,MC01,01,Al-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,As-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,B-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,Br-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,Ca-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,Cl-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,F-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,Fe-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,H2S-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,HCO3-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,K-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,Li-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,Mg-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,NH3-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,NO3-N-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,Na-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,PO4-P-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,SO4-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,SiO2-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,d18O-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,d2H-conc,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12184,MC01,01,pH,well,,2019-10-01T00:00:00Z,2024-05-24T00:00:00Z
RR12776,MC01,01,Al-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,As-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,B-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,Br-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,Ca-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,Cl-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,F-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,Fe-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,H2S-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,HCO3-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,K-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,Li-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,Mg-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,NH3-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,NO3-N-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,Na-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,PO4-P-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,SO4-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,SiO2-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,d18O-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,d2H-conc,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR12776,MC01,01,pH,well,,2021-04-15T00:00:00Z,2023-06-23T00:00:00Z
RR887,MC01,01,Al-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,As-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,B-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,Br-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,Ca-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,Cl-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,F-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,Fe-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,H2S-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,HCO3-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,K-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,Li-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,Mg-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,NH3-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,NO3-N-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,Na-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,PO4-P-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,SO4-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,SiO2-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,d18O-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,d2H-conc,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR887,MC01,01,pH,well,,2003-01-08T00:00:00Z,2005-12-13T00:00:00Z
RR913,MC01,01,Al-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,As-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,B-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,Br-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,Ca-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,Cl-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,F-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,Fe-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,H2S-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,HCO3-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,K-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,Li-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,Mg-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,NH3-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,NO3-N-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,Na-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,PO4-P-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,SO4-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,SiO2-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,d18O-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,d2H-conc,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RR913,MC01,01,pH,well,,2003-01-08T00:00:00Z,2016-12-01T00:00:00Z
RRBN24-0097,MC01,01,Al-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,As-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,B-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,Br-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,Ca-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,Cl-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,F-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,Fe-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,H2S-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,HCO3-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,K-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,Li-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,Mg-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,NH3-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,NO3-N-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,Na-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,PO4-P-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,SO4-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,SiO2-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,d18O-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,d2H-conc,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0097,MC01,01,pH,well,,2025-05-29T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,Al-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,As-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,B-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,Br-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,Ca-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,Cl-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,F-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,Fe-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,H2S-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,HCO3-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,K-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,Li-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,Mg-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,NH3-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,NO3-N-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,Na-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,PO4-P-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,SO4-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,SiO2-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,d18O-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,d2H-conc,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RRBN24-0151,MC01,01,pH,well,,2025-11-28T00:00:00Z,9999-01-01T00:00:00Z
RU000,MC01,01,CO2-gasflux,plume,,2003-05-27T00:00:00Z,9999-01-01T00:00:00Z
RU000,MC01,01,H2S-gasflux,plume,,2003-05-27T00:00:00Z,9999-01-01T00:00:00Z
RU000,MC01,01,SO2-gasflux,plume,,2003-05-27T00:00:00Z,9999-01-01T00:00:00Z
RU001,01,01,temperature,lake,,1993-12-11T00:00:00Z,9999-01-01T00:00:00Z
RU001,02,01,height,lake,,2009-04-15T02:00:00Z,2011-06-20T23:00:00Z
RU001,03,01,height,lake,,2016-03-04T03:15:00Z,9999-01-01T00:00:00Z
RU001,04,01,temperature,lake,,2019-05-21T04:30:00Z,9999-01-01T00:00:00Z
RU001,05,01,temperature,air,,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,06,01,temperature,lake,,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,07,01,height,lake,,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,07,02,temperature,lake,,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,08,01,height,lake,,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,09,01,CO2-conc,air,,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,10,01,SO2-conc,air,,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,11,01,H2S-conc,air,,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,12,01,direction,wind,,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,12,02,speed,wind,,2025-05-13T22:20:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,Al-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,As-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,B-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,Br-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,Ca-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,Cl-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,Cs-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,F-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,Fe-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,H2S-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,K-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,Li-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,Mg-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,NH3-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,NO3-N-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,Na-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,PO4-P-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,Rb-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,SO4-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,SiO2-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,d18O-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,d2H-conc,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,flowrate,overflow,lake outlet,1970-11-08T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,height,lake,relative to overflow,1969-12-23T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,pH,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC01,01,temperature,lake,lake outlet,1954-01-22T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC02,01,temperature,lake,whole lake,2007-09-03T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,Al-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,As-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,B-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,Br-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,Ca-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,Cl-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,F-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,Fe-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,H2S-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,K-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,Li-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,Mg-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,NH3-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,NO3-N-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,Na-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,PO4-P-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,SO4-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,SiO2-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,d18O-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,d2H-conc,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,pH,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC03,01,temperature,lake,central vent,1998-03-17T00:00:00Z,9999-01-01T00:00:00Z
RU001,MC04,01,Al-conc,lake,northern vent,1991-01-13T00:00:00Z,9999-01-01T00:00:00Z
