Location,Name,Sensor,Type,Unit,Description
TO063,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO063,boron,B-w,water sample,mg/L,B concentration in a water sample
TO063,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO063,caesium,Cs-w,water sample,mg/L,Cs concentration in a water sample
TO063,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO063,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO063,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO063,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO063,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO063,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO063,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO063,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO063,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO063,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO063,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO063,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO063,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO063,rubidium,Rb-w,water sample,mg/L,Rb concentration in a water sample
TO063,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO063,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO063,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO063,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO301,sulphur dioxide flux,scanning flyspec,SO2-flux-a,kg/s,flux of sulphur dioxide measured in the air miniaturized UV spectrometer system measures absorption of ultraviolet light by SO2. Stationary ground-based system scanning from horizon to horizon
TO302,sulphur dioxide flux,scanning flyspec,SO2-flux-a,kg/s,flux of sulphur dioxide measured in the air miniaturized UV spectrometer system measures absorption of ultraviolet light by SO2. Stationary ground-based system scanning from horizon to horizon
TO311,sulphur dioxide flux,mini-doas-ah,SO2-flux-a,kg/s,"flux of sulphur dioxide measured in the air miniature differential optical absorption spectrometer, plume visible on only one scanner, plume height assumed"
TO312,sulphur dioxide flux,mini-doas-ah,SO2-flux-a,kg/s,"flux of sulphur dioxide measured in the air miniature differential optical absorption spectrometer, plume visible on only one scanner, plume height assumed"
TP001,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP002,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP003,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP004,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP005,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP006,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP007,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP008,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP009,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP010,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP011,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP012,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP013,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP015,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP016,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP017,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP018,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP019,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP020,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP021,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP022,height,lake level,levelling,m,height using a lake as a large tiltmeter
TP041,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TP041,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TP041,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TP041,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TP041,boron,B-w,water sample,mg/L,B concentration in a water sample
TP041,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TP041,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TP041,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TP041,flourine,F-w,water sample,mg/L,F concentration in a water sample
TP041,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TP041,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TP041,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TP041,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TP041,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TP041,ph,ph,sample,,degree of acidity or alkalinity of a sample
TP041,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TP041,potassium,K-w,water sample,mg/L,K concentration in a water sample
TP041,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TP041,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TP041,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TP041,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TP041,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TP041,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TP042,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TP042,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TP042,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TP042,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TP042,boron,B-w,water sample,mg/L,B concentration in a water sample
TP042,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TP042,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TP042,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TP042,flourine,F-w,water sample,mg/L,F concentration in a water sample
TP042,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TP042,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TP042,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TP042,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TP042,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TP042,ph,ph,sample,,degree of acidity or alkalinity of a sample
TP042,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TP042,potassium,K-w,water sample,mg/L,K concentration in a water sample
TP042,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TP042,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TP042,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TP042,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TP042,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TP042,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TP043,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TP043,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TP043,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TP043,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TP043,boron,B-w,water sample,mg/L,B concentration in a water sample
TP043,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TP043,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TP043,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TP043,flourine,F-w,water sample,mg/L,F concentration in a water sample
TP043,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TP043,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TP043,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TP043,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TP043,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TP043,ph,ph,sample,,degree of acidity or alkalinity of a sample
TP043,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TP043,potassium,K-w,water sample,mg/L,K concentration in a water sample
TP043,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TP043,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TP043,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TP043,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TP043,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TP043,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TP044,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TP044,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TP044,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TP044,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TP044,boron,B-w,water sample,mg/L,B concentration in a water sample
TP044,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TP044,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TP044,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TP044,flourine,F-w,water sample,mg/L,F concentration in a water sample
TP044,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TP044,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TP044,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TP044,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TP044,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TP044,ph,ph,sample,,degree of acidity or alkalinity of a sample
TP044,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TP044,potassium,K-w,water sample,mg/L,K concentration in a water sample
TP044,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TP044,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TP044,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TP044,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TP044,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TP044,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TP045,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TP045,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TP045,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TP045,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TP045,boron,B-w,water sample,mg/L,B concentration in a water sample
TP045,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TP045,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TP045,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TP045,flourine,F-w,water sample,mg/L,F concentration in a water sample
TP045,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TP045,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TP045,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TP045,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TP045,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TP045,ph,ph,sample,,degree of acidity or alkalinity of a sample
TP045,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TP045,potassium,K-w,water sample,mg/L,K concentration in a water sample
TP045,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TP045,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TP045,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TP045,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TP045,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI000,carbon dioxide flux,CO2-flux-a,contour,kg/s,"flux of carbon dioxide measured in the air aircraft flies through a plume at different altitudes, a pump inside the aircraft sucks in gases and instruments measure the concentration"
WI000,hydrogen sulphide flux,H2S-flux-a,contour,kg/s,"flux of hydrogen sulphide measured in the air aircraft flies through a plume at different altitudes, a pump inside the aircraft sucks in gases and instruments measure the concentration"
WI000,sulphur dioxide flux,SO2-flux-a,contour,kg/s,"flux of sulphur dioxide measured in the air aircraft flies through a plume at different altitudes, a pump inside the aircraft sucks in gases and instruments measure the concentration"
WI000,sulphur dioxide flux,cospec,SO2-flux-a,kg/s,"flux of sulphur dioxide measured in the air correlation spectrometer measures absorption of ultraviolet light by SO2, flying beneath a plume"
WI000,sulphur dioxide flux,flyspec,SO2-flux-a,kg/s,"flux of sulphur dioxide measured in the air miniaturized UV spectrometer system measures absorption of ultraviolet light by SO2, flying beneath a plume"
WI001,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI001,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI001,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI002,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI002,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI002,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI003,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI003,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI003,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI004,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI004,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI004,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI005,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI005,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI005,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI006,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI006,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI006,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI007,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI007,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI007,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI008,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI008,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI008,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI009,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI009,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI009,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI010,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI010,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI010,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI011,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI011,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI011,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI012,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI012,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI012,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI013,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI013,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI013,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI014,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI014,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI014,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI015,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI015,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI015,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI016,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI016,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI016,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI017,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI017,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI017,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI018,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI018,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI018,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI019,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI019,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI019,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI020,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI020,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI020,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI021,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI021,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI021,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI022,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI022,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI022,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI023,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI023,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI023,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI024,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI024,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI024,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI025,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI025,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI025,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI026,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI026,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI026,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI027,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI027,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI027,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI028,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI028,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI028,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI029,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI029,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI029,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI030,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI030,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI030,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI031,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI031,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI031,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI032,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI032,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI032,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI033,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI033,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI033,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI034,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI034,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI034,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI035,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI035,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI035,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI036,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI036,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI037,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI037,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI038,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI038,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI038,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI039,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI039,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI039,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI040,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI040,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI040,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI041,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI041,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI041,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI042,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI042,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI042,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI043,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI043,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI043,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI044,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI044,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI044,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI045,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI045,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI045,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI046,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI046,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI046,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI047,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI047,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI047,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI048,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI048,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI048,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI049,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI049,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI049,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI050,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI050,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI050,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI051,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI051,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI051,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI052,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI052,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI052,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
